chr1	19192425	19197309	chr1	19698787	19701411	hs217	5.49	CF
chr1	19922772	19927805	chr1	19105201	19109426	hs865	5.36	FB
chr1	19927806	19933273	chr1	19556626	19560271	hs216	5.58	FL
chr1	19976977	19981530	chr1	19105201	19109426	hs865	7.32	FB
chr1	20408625	20414342	chr1	19105201	19109426	hs865	5.48	CF
chr1	20408625	20414342	chr1	19556626	19560271	hs216	5.68	FB
chr1	20408625	20414342	chr1	19698787	19701411	hs217	5.01	TK
chr1	20439012	20443649	chr1	19556626	19560271	hs216	5.44	TK
chr1	20456303	20459877	chr1	19105201	19109426	hs865	10.12	MB
chr1	20456303	20459877	chr1	19105201	19109426	hs865	10.69	HB
chr1	20456303	20459877	chr1	19105201	19109426	hs865	5.22	CF
chr1	20456303	20459877	chr1	19105201	19109426	hs865	7.17	TL
chr1	20465469	20469625	chr1	19105201	19109426	hs865	6.29	FL
chr1	20465469	20469625	chr1	19105201	19109426	hs865	6.64	HB
chr1	21155061	21156708	chr1	20919229	20923486	hs2064	5.9	FB
chr1	21155061	21156708	chr1	20919229	20923486	hs2064	6.03	FL
chr1	22113422	22118979	chr1	20919229	20923486	hs2064	9.19	HB
chr1	22289282	22293522	chr1	20919229	20923486	hs2064	7.01	CF
chr1	38972912	38978901	chr1	39440730	39445432	hs1933	5.25	TK
chr1	38972912	38978901	chr1	39440730	39445432	hs1933	6.29	CF
chr1	39662739	39666464	chr1	39945175	39950907	mm1333	5.32	FL
chr1	39662739	39666464	chr1	39945175	39950907	mm1333	5.65	TK
chr1	39662739	39666464	chr1	39945175	39950907	mm1333	6.19	NT
chr1	40864527	40867015	chr1	42739556	42742910	hs990	11.55	FB
chr1	40864527	40867015	chr1	42739556	42742910	hs990	8.61	HB
chr1	40867016	40869320	chr1	42739556	42742910	hs990	5.55	HB
chr1	40867016	40869320	chr1	42739556	42742910	hs990	7.22	NT
chr1	40897674	40900869	chr1	42739556	42742910	hs990	10.06	CF
chr1	40897674	40900869	chr1	42739556	42742910	hs990	5.84	MB
chr1	40897674	40900869	chr1	42739556	42742910	hs990	6.23	HL
chr1	40897674	40900869	chr1	42739556	42742910	hs990	6.46	HR
chr1	40897674	40900869	chr1	42739556	42742910	hs990	6.52	TK
chr1	40897674	40900869	chr1	42739556	42742910	hs990	7.69	HB
chr1	40897674	40900869	chr1	42886992	42890090	hs868	5.62	NT
chr1	40897674	40900869	chr1	42886992	42890090	hs868	7.52	HB
chr1	41109362	41113270	chr1	42739556	42742910	hs990	5.16	TK
chr1	41116126	41121572	chr1	42365514	42368333	hs702	5.63	TL
chr1	41116126	41121572	chr1	42537892	42541361	hs969	6.07	MB
chr1	41116126	41121572	chr1	42689561	42692608	hs1553	5.09	FL
chr1	41116126	41121572	chr1	42689561	42692608	hs1553	8.99	HB
chr1	41116126	41121572	chr1	42739556	42742910	hs990	12.1	NT
chr1	41116126	41121572	chr1	42739556	42742910	hs990	5.36	HR
chr1	41116126	41121572	chr1	42739556	42742910	hs990	6.61	HL
chr1	41116126	41121572	chr1	42739556	42742910	hs990	7.28	FB
chr1	41116126	41121572	chr1	42739556	42742910	hs990	7.62	TK
chr1	41116126	41121572	chr1	42739556	42742910	hs990	8.62	FL
chr1	41116126	41121572	chr1	42739556	42742910	hs990	9.48	MB
chr1	41116126	41121572	chr1	42739556	42742910	hs990	9.96	HB
chr1	41116126	41121572	chr1	42886992	42890090	hs868	5.01	MB
chr1	41116126	41121572	chr1	42886992	42890090	hs868	5.31	NT
chr1	41116126	41121572	chr1	42886992	42890090	hs868	7.08	FL
chr1	41116126	41121572	chr1	42886992	42890090	hs868	7.53	TK
chr1	41121573	41123631	chr1	42739556	42742910	hs990	5.3	MB
chr1	41121573	41123631	chr1	42739556	42742910	hs990	5.3	MB
chr1	41121573	41123631	chr1	42739556	42742910	hs990	6.57	NT
chr1	41121573	41123631	chr1	42739556	42742910	hs990	6.57	NT
chr1	41121573	41123631	chr1	42739556	42742910	hs990	7.18	TK
chr1	41121573	41123631	chr1	42739556	42742910	hs990	7.18	TK
chr1	41121573	41123631	chr1	42739556	42742910	hs990	7.29	HR
chr1	41121573	41123631	chr1	42739556	42742910	hs990	7.29	HR
chr1	41123632	41126968	chr1	42689561	42692608	hs1553	5.94	HL
chr1	41174920	41178738	chr1	42739556	42742910	hs990	10.08	CF
chr1	41174920	41178738	chr1	42739556	42742910	hs990	5.75	FB
chr1	41174920	41178738	chr1	42739556	42742910	hs990	5.75	FL
chr1	41174920	41178738	chr1	42739556	42742910	hs990	7.88	MB
chr1	41174920	41178738	chr1	42739556	42742910	hs990	7	NT
chr1	41174920	41178738	chr1	42739556	42742910	hs990	8.95	HB
chr1	41178739	41184125	chr1	42365514	42368333	hs702	6.53	HR
chr1	41178739	41184125	chr1	42689561	42692608	hs1553	5.16	HR
chr1	41178739	41184125	chr1	42689561	42692608	hs1553	5.59	TK
chr1	41178739	41184125	chr1	42739556	42742910	hs990	14.74	TK
chr1	41178739	41184125	chr1	42739556	42742910	hs990	5.99	NT
chr1	41178739	41184125	chr1	42739556	42742910	hs990	7.62	HB
chr1	41178739	41184125	chr1	42739556	42742910	hs990	8.14	HL
chr1	41178739	41184125	chr1	42739556	42742910	hs990	8.26	TL
chr1	41178739	41184125	chr1	42739556	42742910	hs990	8.9	FL
chr1	41178739	41184125	chr1	42739556	42742910	hs990	9.05	HR
chr1	41178739	41184125	chr1	42739556	42742910	hs990	9.85	MB
chr1	41178739	41184125	chr1	42886992	42890090	hs868	5.42	HB
chr1	41178739	41184125	chr1	42886992	42890090	hs868	7.19	FL
chr1	41178739	41184125	chr1	42886992	42890090	hs868	8.3	TK
chr1	41186912	41189903	chr1	42537892	42541361	hs969	10.91	HR
chr1	41186912	41189903	chr1	42689561	42692608	hs1553	5.55	MB
chr1	41186912	41189903	chr1	42689561	42692608	hs1553	7.08	TL
chr1	41186912	41189903	chr1	42739556	42742910	hs990	5.47	TK
chr1	41186912	41189903	chr1	42739556	42742910	hs990	5.65	HL
chr1	41186912	41189903	chr1	42739556	42742910	hs990	7.03	FB
chr1	41186912	41189903	chr1	42739556	42742910	hs990	7.75	HR
